RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
9065,32907093,Smith,379,Spain,Female,34,3,51289.2,1,0,1,21275.11,0,0,1,DIAMOND,528
9066,84251591,Smith,445,Spain,Male,69,9,235414.35,2,0,0,195214.26,0,0,5,SILVER,426
9067,89176060,Smith,564,Spain,Male,21,7,226457.96,2,0,1,57963.33,1,0,1,PLATINUM,623
9068,70190273,Smith,543,France,Female,80,8,217503.81,1,0,0,83344.47,0,0,2,GOLD,858
9069,32986990,Smith,484,Spain,Male,67,8,26611.39,2,1,0,43743.52,0,0,4,GOLD,761
9070,27636027,Smith,639,Spain,Female,67,1,58361.21,2,0,1,167419.21,1,0,4,DIAMOND,176
9071,30841553,Smith,381,Spain,Female,33,8,153056.46,2,0,1,192887.96,0,0,3,PLATINUM,457
9072,57301994,Smith,722,France,Female,89,7,242592.75,3,1,1,50528.08,1,0,5,SILVER,275
9073,54607689,Smith,388,Spain,Male,78,10,151204.35,1,0,1,63802.13,0,0,5,SILVER,305
9074,13636119,Smith,701,France,Female,61,10,81775.44,3,0,1,144238.04,0,0,3,PLATINUM,810
9075,30334211,Smith,776,Spain,Female,35,8,204351.03,3,0,0,110298.95,0,0,4,SILVER,661
9076,45221540,Smith,776,France,Male,67,8,33857.64,3,0,1,29962.82,1,0,2,SILVER,694
9077,12853507,Smith,555,Spain,Female,47,2,220435.47,4,0,0,186437.67,0,0,4,DIAMOND,286
9078,36947160,Smith,736,Germany,Male,66,4,243669.2,3,1,0,126118.71,1,0,4,GOLD,778
9079,26450961,Smith,779,France,Male,38,10,241913.16,2,1,0,67238.93,1,0,2,GOLD,574
9080,68125052,Smith,765,Spain,Female,39,2,36924.14,3,0,1,103062.59,0,0,4,DIAMOND,884
9081,93214330,Smith,392,Germany,Male,64,5,137401.88,4,1,0,105046.9,0,0,1,DIAMOND,901
9082,28931543,Smith,833,Germany,Male,42,9,146229.76,4,1,1,109829.37,0,0,5,DIAMOND,465
9083,14070081,Smith,686,France,Male,73,4,48729.65,3,1,0,104488.08,0,0,4,DIAMOND,942
9084,86647599,Smith,845,Spain,Male,81,1,136694.34,1,0,1,116740.72,0,0,2,DIAMOND,748
9085,73719968,Smith,608,Germany,Female,45,2,161634.39,2,1,1,84737.01,0,0,5,GOLD,906
9086,71210169,Smith,598,France,Male,50,6,82240.44,2,1,0,37770.91,1,0,5,SILVER,422
9087,93723730,Smith,423,Germany,Male,83,9,78920.19,1,1,0,136270.79,1,0,4,GOLD,250
9088,47471432,Smith,722,Germany,Male,21,9,15059.62,2,1,0,160572.43,0,0,4,GOLD,987
9089,43016347,Smith,668,Germany,Male,29,4,239206.39,4,0,1,169793.46,0,0,4,PLATINUM,779
9090,71398562,Smith,716,France,Female,34,2,200903.98,4,0,1,14170.9,0,0,3,SILVER,597
9091,87712376,Smith,645,France,Female,53,3,189862.28,2,1,1,86878.81,0,0,5,DIAMOND,231
9092,51727974,Smith,623,Germany,Male,33,5,5444.73,1,1,1,195903.27,0,0,3,PLATINUM,720
9093,45905148,Smith,672,Spain,Female,40,7,156077.28,2,0,1,21886.99,0,0,4,SILVER,755
9094,89985033,Smith,708,Germany,Male,89,6,45157.13,3,0,0,159255.28,0,0,2,PLATINUM,224
9095,40948393,Smith,539,France,Female,26,2,165429.38,4,1,0,33961.46,0,0,4,DIAMOND,158
9096,59713851,Smith,487,France,Male,72,1,155288.87,4,1,1,166681.44,0,0,4,PLATINUM,312
9097,17061944,Smith,785,Germany,Male,90,2,212981.34,3,1,0,137722.05,0,0,1,PLATINUM,380
9098,36548036,Smith,806,Spain,Female,81,4,63858.52,4,1,0,147756.29,0,0,1,GOLD,488
9099,36424936,Smith,651,France,Female,64,6,6865.44,3,1,1,195691.02,0,0,5,DIAMOND,484
9100,97762425,Smith,660,Germany,Female,84,7,228527.72,4,0,1,188501.92,0,0,5,DIAMOND,865
9101,88678335,Smith,779,France,Female,27,5,227159.01,1,0,1,67830.58,0,0,5,GOLD,849
9102,87140535,Smith,680,France,Female,21,1,113964.89,4,1,0,81291.14,0,0,3,GOLD,579
9103,16134678,Smith,793,France,Male,47,10,19522.01,2,1,1,87364.53,0,0,5,SILVER,840
9104,61897624,Smith,702,Spain,Male,28,1,124492.25,2,0,1,44309.23,0,0,1,DIAMOND,247
9105,93020762,Smith,833,Spain,Male,68,9,131003.56,2,1,0,82415.63,0,0,5,PLATINUM,238
9106,52155894,Smith,631,France,Male,36,10,205431.37,2,0,1,196014.72,0,0,4,PLATINUM,452
9107,48298785,Smith,760,Germany,Female,30,4,179275.36,1,1,0,103016.98,0,0,1,SILVER,199
9108,34037435,Smith,515,France,Female,74,10,17701.14,4,1,1,190994.17,0,0,3,DIAMOND,899
9109,12956156,Smith,627,Spain,Male,20,4,176334.4,2,0,1,23577.01,0,0,3,SILVER,310
9110,29058912,Smith,375,Germany,Male,91,0,33934.87,4,0,1,17464.25,0,0,5,GOLD,522
9111,25030066,Smith,819,France,Female,55,0,22368.01,1,1,1,119312.73,1,0,3,PLATINUM,463
9112,44687675,Smith,802,France,Female,44,8,99651.78,3,0,1,149888.22,0,0,3,PLATINUM,272
9113,43559109,Smith,768,Spain,Female,27,6,19340.9,1,0,1,51317.21,0,0,1,GOLD,540
9114,18593188,Smith,799,Germany,Female,70,7,207317.25,2,0,1,105638.11,0,0,5,GOLD,949
9115,26907550,Smith,832,France,Female,44,4,115782.3,1,1,0,175858.7,0,0,5,GOLD,903
9116,26202721,Smith,422,Germany,Male,24,2,146750.94,2,1,0,154727.65,0,0,4,SILVER,955
9117,59778856,Smith,464,Spain,Male,30,2,144216.13,1,0,0,54044.64,1,0,5,PLATINUM,739
9118,64889533,Smith,400,Germany,Male,89,2,244527.45,2,1,1,73549.57,0,0,5,SILVER,707
9119,37217933,Smith,718,France,Male,77,0,228945.63,3,0,0,68100.34,0,0,1,PLATINUM,876
9120,96395043,Smith,751,Germany,Female,31,10,212282.01,3,0,0,146706.31,0,0,4,GOLD,728
9121,68152355,Smith,520,Germany,Male,61,10,95817.31,4,0,0,193954.42,0,0,4,SILVER,763
9122,82936180,Smith,617,Germany,Male,87,2,36274.93,4,0,0,63214.9,0,0,5,PLATINUM,946
9123,37047758,Smith,352,Spain,Male,45,1,147966.75,1,0,0,121777.1,0,0,2,PLATINUM,658
9124,71416967,Smith,559,France,Male,40,7,110079.02,3,1,1,197826.12,0,0,4,SILVER,336
9125,77667609,Smith,725,Germany,Male,29,9,56381.66,2,1,0,39940.09,0,0,5,PLATINUM,569
9126,35732643,Smith,835,France,Female,41,9,24423.03,3,1,0,135225.64,0,0,5,SILVER,837
9127,91993263,Smith,740,France,Male,68,5,109023.32,3,1,0,73077.74,0,0,1,SILVER,926
9128,58701012,Smith,830,Germany,Male,39,4,162716.93,3,0,1,198417.03,0,0,4,GOLD,365
9129,57698365,Smith,739,Spain,Female,79,0,156347.45,3,1,1,30666.56,1,0,4,DIAMOND,997
9130,89949007,Smith,687,France,Female,43,1,193480.36,2,0,0,95738.76,0,0,2,GOLD,397
9131,46425173,Smith,650,Spain,Female,75,1,116638.66,3,0,1,58444.94,0,0,5,GOLD,970
9132,51464523,Smith,732,France,Female,88,6,80409.89,3,0,1,16019.64,1,0,4,GOLD,205
9133,35802855,Smith,691,France,Male,32,6,134675.1,1,1,0,193083.46,0,0,3,SILVER,490
9134,12865893,Smith,464,France,Female,85,5,243751.51,4,1,1,117952.66,0,0,4,SILVER,484
9135,87500841,Smith,516,Germany,Male,23,7,11272.63,4,0,0,143149.56,0,0,5,GOLD,236
9136,74521316,Smith,784,Germany,Female,19,3,132166.45,4,1,1,127852.24,1,0,3,SILVER,269
9137,78359708,Smith,614,France,Male,48,8,82316.13,4,1,1,38209.99,0,0,2,GOLD,381
9138,10916094,Smith,576,France,Female,41,7,26337.56,2,0,1,42406.48,0,0,3,PLATINUM,306
9139,98175441,Smith,500,Germany,Female,52,2,108667.64,1,1,0,129024.65,0,0,1,GOLD,848
9140,67050790,Smith,617,Germany,Male,64,2,160291.03,1,1,1,158163.81,0,0,3,PLATINUM,735
9141,58383953,Smith,465,France,Male,48,8,132041.39,1,1,1,126103.34,0,0,3,DIAMOND,924
9142,95351168,Smith,437,Spain,Female,89,8,7294.12,3,0,1,118371.04,0,0,3,PLATINUM,889
9143,66479526,Smith,667,Germany,Male,19,10,144779.37,3,0,1,151732.84,0,0,5,SILVER,186
9144,23458496,Smith,591,France,Male,76,4,58000.65,1,1,1,56285.59,1,0,2,GOLD,358
9145,32046478,Smith,709,France,Male,80,9,85369.14,2,1,0,149012.77,0,0,3,PLATINUM,593
9146,24756739,Smith,678,Spain,Male,34,0,78051.19,4,1,1,88131.88,0,0,1,GOLD,923
9147,55055292,Smith,682,France,Female,71,2,214628.33,2,1,1,138069.52,0,0,4,PLATINUM,854
9148,15236840,Smith,389,Spain,Male,38,10,11893.25,1,1,0,62196.16,0,0,3,SILVER,223
9149,25954465,Smith,531,France,Female,39,4,86999.19,4,1,0,36118.34,0,0,4,SILVER,697
9150,87869165,Smith,839,Germany,Male,72,3,98704.08,4,0,0,15540.21,1,0,4,SILVER,289
9151,39335471,Smith,558,France,Female,46,3,154708.57,4,1,1,162660.1,0,0,4,DIAMOND,267
9152,17660064,Smith,740,Spain,Female,38,0,197241.21,2,0,0,47424.15,0,0,3,PLATINUM,561
9153,92872673,Smith,622,Spain,Female,19,5,181916.28,1,1,1,79058.23,0,0,5,GOLD,592
9154,27363686,Smith,468,Spain,Female,59,9,188155.53,3,0,1,156082.44,0,0,3,SILVER,453
9155,67502012,Smith,731,France,Male,69,10,48096.75,4,0,0,95534.57,0,0,3,PLATINUM,731
9156,97860489,Smith,783,Spain,Male,55,3,227934.32,4,0,0,51334.29,1,0,5,GOLD,616
9157,64980940,Smith,373,Germany,Female,20,0,103537.17,4,1,0,47004.86,0,0,2,DIAMOND,152
9158,28953728,Smith,607,Germany,Male,42,9,2777.26,4,0,1,87507.72,0,0,5,PLATINUM,683
9159,13683460,Smith,832,France,Male,79,5,167024.05,4,0,1,117383.51,0,0,3,GOLD,933
9160,52066702,Smith,441,Germany,Female,32,4,151000.7,3,0,1,84546.82,0,0,3,PLATINUM,750
9161,28595568,Smith,816,Spain,Male,87,4,31489.41,4,0,1,181868.22,0,0,5,PLATINUM,214
9162,30021787,Smith,510,France,Male,27,1,239966.9,4,1,0,10728.47,0,0,1,PLATINUM,204
9163,11480175,Smith,498,France,Male,90,0,140391.11,3,0,1,86382.2,0,0,5,SILVER,862
9164,11829484,Smith,466,France,Male,86,6,117316.0,2,0,1,151138.63,0,0,4,PLATINUM,607
9165,28444906,Smith,807,France,Female,61,4,99530.56,1,0,0,179269.31,0,0,5,PLATINUM,144
9166,31196641,Smith,402,Germany,Female,58,2,52462.84,2,0,0,78096.35,0,0,1,GOLD,289
9167,84325901,Smith,651,Spain,Male,37,5,238203.2,4,0,1,137981.93,0,0,4,PLATINUM,972
9168,82126090,Smith,394,France,Female,54,2,175539.66,2,1,1,120266.26,0,0,3,DIAMOND,726
9169,22300059,Smith,614,Germany,Female,56,5,141900.94,3,0,1,48291.17,1,0,2,SILVER,467
9170,12746153,Smith,835,France,Female,87,5,157800.05,4,1,0,139379.43,0,0,5,SILVER,698
9171,27881404,Smith,611,France,Female,25,8,210105.11,2,1,1,57417.28,0,0,5,PLATINUM,676
9172,40707007,Smith,656,Germany,Male,60,7,158930.07,1,0,1,158942.46,0,0,5,PLATINUM,685
9173,89207198,Smith,583,France,Male,27,0,28647.68,2,1,0,174521.23,0,0,5,GOLD,489
9174,34069712,Smith,724,Germany,Male,58,6,174323.79,4,1,0,100900.24,0,0,1,DIAMOND,166
9175,99011694,Smith,384,France,Female,21,10,141217.34,4,0,0,20283.67,0,0,4,PLATINUM,896
9176,97669192,Smith,687,Germany,Male,21,8,241586.03,4,0,1,150096.99,0,0,1,SILVER,946
9177,96192649,Smith,786,France,Male,41,1,183429.8,3,0,0,98770.88,0,0,2,SILVER,607
9178,60543111,Smith,752,Spain,Male,38,8,86000.73,4,1,0,27958.65,1,0,1,PLATINUM,698
9179,20056396,Smith,546,Spain,Female,27,5,33849.46,2,0,0,72916.03,0,0,5,GOLD,916
9180,27045818,Smith,374,France,Male,63,2,120570.15,1,1,1,65221.82,0,0,2,PLATINUM,619
9181,35828037,Smith,744,France,Female,87,7,169838.57,2,0,0,148008.29,0,0,2,PLATINUM,444
9182,99431581,Smith,551,France,Female,61,6,44318.88,1,0,0,90572.67,1,0,2,GOLD,969
9183,65068560,Smith,622,Spain,Female,50,7,162361.07,4,1,0,121539.06,1,0,3,PLATINUM,151
9184,54134346,Smith,385,France,Female,53,7,206402.94,1,0,1,105208.74,0,0,1,DIAMOND,225
9185,71393939,Smith,823,Spain,Female,42,6,39262.54,3,1,0,147608.82,0,0,2,GOLD,879
9186,46062152,Smith,572,France,Male,30,0,176446.43,3,1,0,146429.66,0,0,4,GOLD,740
9187,47297281,Smith,701,France,Female,56,9,17064.41,3,0,1,95270.07,0,0,2,DIAMOND,615
9188,35259300,Smith,626,France,Female,55,9,1987.52,3,1,1,35656.33,0,0,4,SILVER,970
9189,82223875,Smith,367,France,Female,47,9,8158.67,3,0,0,87496.51,0,0,1,DIAMOND,321
9190,28127203,Smith,537,Germany,Male,31,7,157876.14,1,0,1,40425.69,0,0,4,PLATINUM,325
9191,77658520,Smith,751,France,Male,67,4,243340.51,1,0,0,192240.0,0,0,1,PLATINUM,219
9192,26592258,Smith,606,Spain,Male,85,1,192843.06,4,1,1,190527.38,1,0,1,DIAMOND,287
9193,67875670,Smith,491,Spain,Male,18,1,63602.32,1,1,1,96770.28,0,0,5,GOLD,270
9194,91186251,Smith,485,France,Female,78,1,17922.17,1,1,1,15249.3,1,0,5,SILVER,460
9195,97289289,Smith,799,France,Female,20,8,154163.53,2,0,0,81182.3,0,0,3,SILVER,196
9196,37893802,Smith,656,France,Male,67,4,807.22,4,0,1,180067.86,0,0,5,DIAMOND,783
9197,96881865,Smith,428,Germany,Female,78,2,198146.41,1,0,0,64724.02,0,0,4,DIAMOND,368
9198,75939185,Smith,793,France,Male,53,5,60780.13,4,1,1,128176.17,1,0,2,SILVER,513
9199,51844417,Smith,767,France,Male,21,8,74804.27,3,1,0,44948.07,1,0,1,PLATINUM,349
9200,85589151,Smith,641,France,Male,60,10,85994.75,1,0,1,166781.2,0,0,5,DIAMOND,887
9201,95225163,Smith,411,France,Female,31,8,190888.24,2,0,0,179460.49,0,0,1,PLATINUM,265
9202,47257799,Smith,478,Spain,Male,84,8,66435.47,2,1,0,126872.74,0,0,4,PLATINUM,290
9203,49488817,Smith,848,Spain,Male,24,10,71117.72,3,1,0,128514.87,1,0,5,GOLD,472
9204,64222350,Smith,690,France,Female,25,9,135247.98,2,1,0,81926.41,0,0,5,DIAMOND,935
9205,59502260,Smith,647,Germany,Female,61,10,115750.13,2,1,0,144347.36,0,0,2,GOLD,217
9206,55931435,Smith,606,Spain,Female,81,3,238892.42,3,0,1,100907.7,1,0,2,PLATINUM,122
9207,62705799,Smith,829,France,Female,24,4,65849.15,1,1,0,151642.5,0,0,5,PLATINUM,316
9208,94063556,Smith,561,Germany,Female,65,0,22972.81,2,1,1,194017.26,1,0,1,GOLD,482
9209,11199217,Smith,403,France,Female,79,10,135245.37,2,0,1,166251.41,0,0,4,SILVER,238
9210,75661074,Smith,524,Germany,Male,42,9,46129.89,1,0,1,108292.94,0,0,4,GOLD,130
9211,63007525,Smith,449,Germany,Female,85,5,103406.68,3,0,1,195988.82,1,0,2,SILVER,652
9212,70974218,Smith,388,Spain,Female,81,1,46799.49,2,0,1,125345.62,0,0,1,SILVER,325
9213,23507188,Smith,763,France,Female,35,6,220242.47,2,1,0,22325.76,0,0,1,DIAMOND,668
9214,42596266,Smith,612,Spain,Male,21,3,81862.41,3,0,1,148769.85,0,0,3,GOLD,641
9215,46504340,Smith,499,France,Female,34,3,193716.88,2,1,0,165811.8,1,0,3,PLATINUM,207
9216,55956920,Smith,470,France,Male,64,8,237150.85,1,1,0,35619.49,1,0,3,GOLD,307
9217,11931441,Smith,527,Spain,Male,62,0,235137.65,2,1,1,139065.09,0,0,4,GOLD,451
9218,72072733,Smith,650,Spain,Male,75,5,131200.27,2,0,0,184974.16,0,0,4,SILVER,595
9219,23716680,Smith,679,France,Male,20,1,245813.78,2,0,1,57770.93,0,0,5,PLATINUM,455
9220,89422317,Smith,469,Germany,Female,29,5,163984.3,1,1,0,121151.64,0,0,5,PLATINUM,693
9221,36301554,Smith,421,France,Female,34,6,32122.23,1,1,0,62171.77,0,0,4,GOLD,747
9222,53099689,Smith,568,France,Female,39,2,222094.24,4,0,1,157137.41,0,0,1,GOLD,304
9223,58753731,Smith,743,Germany,Female,56,3,117172.31,2,0,0,120325.41,0,0,1,PLATINUM,565
9224,42251324,Smith,747,Germany,Female,56,1,38173.57,1,1,0,91334.51,1,0,2,PLATINUM,673
9225,32596028,Smith,651,France,Female,33,6,197855.44,2,0,0,15507.72,1,0,3,GOLD,476
9226,49665485,Smith,472,Germany,Male,68,8,156100.75,3,0,1,189511.8,1,0,2,DIAMOND,254
9227,58655043,Smith,593,France,Male,46,4,220530.24,3,1,1,104570.46,0,0,4,PLATINUM,861
9228,44396761,Smith,723,France,Female,88,10,206830.62,2,0,0,162780.81,0,0,1,DIAMOND,675
9229,57670630,Smith,424,France,Female,58,4,80027.61,3,1,0,84460.03,0,0,1,SILVER,608
9230,19277584,Smith,355,Spain,Female,74,8,64078.64,1,0,1,171329.69,0,0,5,PLATINUM,813
9231,19980178,Smith,370,Spain,Female,45,7,183457.14,2,1,0,40407.4,0,0,1,SILVER,776
9232,10174588,Smith,539,France,Female,38,0,143328.22,2,1,1,53983.84,0,0,4,GOLD,914
9233,47328050,Smith,574,France,Female,21,1,17468.7,2,0,1,73344.37,0,0,3,DIAMOND,271
9234,93327728,Smith,752,Germany,Male,32,6,45409.45,4,0,0,26833.11,0,0,2,SILVER,170
9235,67968453,Smith,452,Germany,Male,70,2,37838.36,4,0,1,94329.78,0,0,1,DIAMOND,179
9236,72306110,Smith,693,France,Female,63,5,147449.22,4,1,1,102325.63,0,0,1,PLATINUM,165
9237,45084764,Smith,815,France,Female,24,0,21440.57,2,0,0,31812.0,0,0,4,SILVER,142
9238,22707658,Smith,448,Spain,Female,35,7,51925.23,2,1,1,91148.75,0,0,4,DIAMOND,668
9239,81847887,Smith,849,Germany,Male,38,1,136344.12,4,1,0,47486.25,0,0,4,PLATINUM,333
9240,24330983,Smith,667,France,Male,25,0,33264.2,3,0,0,176290.24,0,0,5,DIAMOND,530
9241,27810506,Smith,712,Germany,Male,76,1,62067.95,1,1,1,106765.75,0,0,1,SILVER,700
9242,48179967,Smith,834,France,Male,37,7,226697.76,3,1,1,190873.57,1,0,2,PLATINUM,957
9243,50401561,Smith,432,France,Male,84,9,174279.38,4,1,0,74871.98,0,0,2,GOLD,701
9244,41789623,Smith,530,Spain,Female,72,4,76720.36,1,0,1,74865.08,0,0,2,GOLD,987
9245,21835157,Smith,501,France,Female,79,8,219338.78,4,0,0,74355.25,0,0,5,DIAMOND,629
9246,97044626,Smith,405,France,Male,35,2,62571.2,1,0,0,60974.06,0,0,3,PLATINUM,585
9247,18870046,Smith,539,Germany,Female,73,7,147270.68,1,0,0,159004.96,0,0,5,DIAMOND,503
9248,75336857,Smith,767,Spain,Male,39,3,92123.58,1,0,0,63720.75,0,0,1,SILVER,319
9249,75166761,Smith,371,Spain,Male,25,6,188037.35,4,0,1,64722.51,0,0,5,GOLD,294
9250,14768424,Smith,417,France,Male,28,9,92896.84,4,0,0,18910.29,1,0,4,SILVER,993
9251,66401891,Smith,534,Germany,Female,29,9,62215.42,1,0,1,193418.66,0,0,2,PLATINUM,668
9252,86618252,Smith,359,Germany,Female,65,7,151926.15,2,1,0,178395.83,0,0,1,SILVER,455
9253,20531544,Smith,415,France,Female,80,2,186335.11,2,1,0,65576.83,0,0,1,GOLD,971
9254,76881679,Smith,613,Germany,Female,44,2,134090.92,2,0,0,108946.12,1,0,1,PLATINUM,228
9255,97958171,Smith,574,France,Female,52,0,179072.07,2,1,0,101721.57,0,0,1,DIAMOND,429
9256,70024396,Smith,472,Spain,Male,19,7,105504.05,3,1,1,26663.59,0,0,3,PLATINUM,207
9257,23196706,Smith,387,Germany,Male,25,1,198861.54,3,0,0,110927.46,0,0,5,SILVER,450
9258,97679948,Smith,840,France,Male,37,6,146256.17,2,0,0,31532.05,0,0,1,PLATINUM,539
9259,70508958,Smith,472,Germany,Female,25,10,49062.5,4,0,1,92477.03,0,0,3,SILVER,107
9260,79167585,Smith,667,France,Female,80,6,222687.93,2,0,0,26682.81,0,0,5,SILVER,915
9261,62292039,Smith,505,Germany,Female,85,6,209205.99,1,0,1,121894.08,1,0,5,SILVER,285
9262,25733562,Smith,743,France,Male,48,3,240978.05,1,0,0,19311.69,0,0,3,SILVER,728
9263,50946799,Smith,650,France,Male,49,6,142252.13,4,0,0,129401.44,0,0,4,GOLD,803
9264,32933441,Smith,670,Germany,Male,30,9,168935.25,1,1,0,144371.51,0,0,4,GOLD,170
9265,25486047,Smith,831,Spain,Female,43,10,215894.81,2,0,0,118464.01,0,0,1,SILVER,534
9266,82502197,Smith,416,France,Female,46,7,13147.83,2,1,0,99203.11,0,0,3,SILVER,326
9267,90591527,Smith,742,Germany,Male,35,8,228051.16,4,1,0,21550.61,0,0,3,GOLD,590
9268,81620985,Smith,482,Germany,Male,86,6,67790.86,4,0,0,12157.12,0,0,4,GOLD,651
9269,76948251,Smith,711,France,Male,29,5,14260.92,4,0,0,75061.99,0,0,3,DIAMOND,183
9270,84016872,Smith,743,France,Male,19,4,59401.75,3,1,0,156537.96,1,0,3,GOLD,870
9271,52002112,Smith,489,Germany,Female,59,9,146589.99,1,0,1,132982.8,0,0,1,GOLD,802
9272,88972904,Smith,431,France,Male,24,9,11961.75,1,1,0,33803.38,0,0,1,SILVER,110
9273,64214985,Smith,407,Spain,Female,64,6,191.19,3,1,1,140708.44,0,0,3,PLATINUM,157
9274,49455158,Smith,498,Germany,Female,71,9,159840.67,1,1,1,119233.96,0,0,2,GOLD,476
9275,28941059,Smith,754,Spain,Female,32,1,113346.84,4,1,1,41677.41,0,0,2,SILVER,815
9276,55977981,Smith,798,France,Female,75,4,211082.56,1,1,1,153507.31,0,0,3,PLATINUM,205
9277,34463497,Smith,480,Spain,Female,50,7,64386.82,2,0,0,167757.86,0,0,4,GOLD,717
9278,30978606,Smith,418,France,Male,84,5,70176.9,3,1,0,54185.91,1,0,1,GOLD,913
9279,93201573,Smith,694,Spain,Female,80,5,19386.6,3,1,0,130818.4,0,0,2,GOLD,623
9280,63809547,Smith,599,France,Male,65,0,134627.92,1,0,0,81845.17,0,0,1,DIAMOND,717
9281,72144044,Smith,669,France,Male,83,1,91476.1,3,1,0,21107.59,0,0,3,DIAMOND,619
9282,70579490,Smith,526,France,Female,82,2,84926.96,1,0,1,173657.11,1,0,1,SILVER,825
9283,52885569,Smith,421,France,Male,53,6,114408.17,1,0,1,165941.45,0,0,2,SILVER,311
9284,23346122,Smith,366,Germany,Male,34,9,212421.84,2,1,1,70409.08,0,0,3,PLATINUM,916
9285,55883048,Smith,678,Germany,Male,19,5,26297.15,2,0,0,110985.98,1,0,3,PLATINUM,770
9286,45640604,Smith,509,Germany,Male,50,4,130898.41,1,1,0,107350.23,0,0,3,DIAMOND,401
9287,46796654,Smith,419,France,Female,23,8,49108.75,3,1,1,43717.23,1,0,1,SILVER,321
9288,35281805,Smith,462,France,Male,60,9,53097.8,3,1,1,37678.04,0,0,4,SILVER,395
9289,72930864,Smith,581,Spain,Male,28,6,64183.8,2,1,1,170410.9,0,0,2,GOLD,258
9290,86819486,Smith,370,Spain,Female,22,8,114850.42,1,1,1,174798.04,0,0,5,DIAMOND,119
9291,25703721,Smith,484,France,Female,47,10,123600.01,1,0,0,147784.14,1,0,2,GOLD,741
9292,97142585,Smith,612,Germany,Female,27,10,217877.82,2,0,1,23825.45,0,0,2,DIAMOND,361
9293,42468095,Smith,460,Spain,Female,41,2,223028.04,1,1,1,182737.01,0,0,5,GOLD,483
9294,76676125,Smith,836,Spain,Female,76,10,146666.05,2,1,1,196343.02,0,0,2,DIAMOND,177
9295,65143704,Smith,595,France,Male,84,7,70351.04,1,1,1,157366.65,0,0,3,GOLD,509
9296,57099838,Smith,632,Spain,Female,78,8,204609.25,3,1,1,77148.41,0,0,3,GOLD,444
9297,61847186,Smith,357,France,Male,43,1,198220.5,2,0,0,87097.21,1,0,1,GOLD,201
9298,74817863,Smith,806,Germany,Female,56,3,199488.36,1,1,1,175230.98,1,0,5,DIAMOND,136
9299,38065499,Smith,633,France,Male,20,1,4091.9,1,1,1,63235.36,0,0,3,GOLD,319
9300,26635015,Smith,556,Germany,Male,55,6,188465.96,2,0,1,36952.95,0,0,5,DIAMOND,582
9301,88897374,Smith,543,Germany,Female,59,3,213179.86,4,0,1,166332.82,0,0,3,GOLD,733
9302,65181314,Smith,804,France,Male,65,5,151258.23,4,0,0,46733.18,0,0,2,GOLD,298
9303,63731266,Smith,396,Germany,Female,30,7,187811.05,1,0,1,182386.97,0,0,5,GOLD,926
9304,75586411,Smith,815,Germany,Male,73,5,194042.55,1,0,1,123179.6,1,0,3,GOLD,549
9305,63736277,Smith,691,France,Female,76,3,126645.85,1,1,0,115520.27,0,0,4,SILVER,419
9306,62524496,Smith,591,France,Male,80,5,203405.18,4,1,0,157392.37,0,0,5,GOLD,884
9307,98750992,Smith,359,France,Male,60,0,198072.74,2,1,1,13128.4,0,0,5,PLATINUM,226
9308,95530253,Smith,719,Germany,Female,74,5,229026.09,4,1,0,145572.41,1,0,4,PLATINUM,787
9309,43239538,Smith,638,Spain,Female,38,10,230343.41,3,0,0,123713.85,0,0,5,SILVER,933
9310,19357832,Smith,740,Spain,Female,71,9,132428.65,4,0,0,109518.33,0,0,1,SILVER,111
9311,71487805,Smith,480,France,Female,70,10,7873.46,4,0,0,51291.96,0,0,2,SILVER,599
9312,52179476,Smith,619,France,Female,62,7,4776.73,1,0,0,167592.54,0,0,2,DIAMOND,819
9313,40883787,Smith,777,France,Female,53,3,234731.68,2,0,1,57623.56,0,0,3,PLATINUM,771
9314,49100068,Smith,651,Spain,Female,80,8,84340.27,2,1,0,103056.85,0,0,1,SILVER,373
9315,66112266,Smith,410,France,Female,18,5,94383.3,4,1,0,40035.27,0,0,4,SILVER,161
9316,99138451,Smith,513,France,Female,84,5,117477.01,1,1,0,195004.94,0,0,4,GOLD,115
9317,55600430,Smith,362,Germany,Female,50,3,66449.75,2,0,1,46961.25,0,0,2,PLATINUM,855
9318,29754093,Smith,621,Spain,Male,49,7,147603.55,1,1,0,162611.5,0,0,4,PLATINUM,891
9319,80898378,Smith,557,France,Male,75,4,196155.1,4,1,1,59985.06,0,0,2,SILVER,344
9320,31734323,Smith,595,France,Female,43,0,64335.41,2,1,0,58648.22,0,0,1,SILVER,686
9321,28750087,Smith,482,Germany,Female,78,6,185765.31,3,0,1,90124.97,0,0,1,PLATINUM,803
9322,79049347,Smith,593,Germany,Male,34,7,168004.79,4,0,1,170711.04,0,0,1,GOLD,657
9323,29689114,Smith,822,France,Female,90,5,131395.87,4,0,1,140635.91,0,0,3,GOLD,397
9324,32004581,Smith,643,Germany,Male,86,6,81360.52,3,1,0,175610.62,0,0,4,PLATINUM,187
9325,34466478,Smith,835,Germany,Male,46,6,218193.61,4,1,1,18970.34,0,0,3,SILVER,177
9326,83934575,Smith,783,Spain,Male,80,3,100699.02,3,0,1,191581.62,0,0,5,SILVER,335
